iter	Passed	Remaining
259	1019	2901
260	1021	2893
261	1024	2887
262	1029	2885
263	1032	2877
264	1034	2869
265	1037	2862
266	1039	2854
267	1042	2846
268	1044	2839
269	1047	2832
270	1050	2824
271	1052	2817
272	1055	2809
273	1057	2802
274	1060	2794
275	1062	2787
276	1065	2781
277	1067	2773
278	1070	2767
279	1073	2760
280	1075	2752
281	1078	2745
282	1081	2739
283	1083	2731
284	1085	2724
285	1088	2717
286	1091	2710
287	1093	2703
288	1096	2696
289	1098	2689
290	1101	2682
291	1103	2676
292	1106	2669
293	1108	2662
294	1111	2655
295	1113	2649
296	1116	2642
297	1118	2635
298	1121	2628
299	1123	2622
300	1126	2615
301	1129	2610
302	1132	2604
303	1134	2598
304	1137	2592
305	1140	2585
306	1142	2579
307	1145	2573
308	1147	2566
309	1150	2560
310	1153	2554
311	1156	2550
312	1159	2545
313	1162	2539
314	1165	2533
315	1168	2528
316	1170	2522
317	1173	2517
318	1176	2510
319	1179	2506
320	1182	2500
321	1184	2494
322	1187	2489
323	1190	2483
324	1193	2478
325	1196	2473
326	1198	2467
327	1201	2461
328	1204	2455
329	1207	2451
330	1209	2445
331	1212	2440
332	1215	2434
333	1217	2428
334	1220	2423
335	1223	2417
336	1226	2412
337	1229	2407
338	1231	2401
339	1234	2395
340	1236	2390
341	1239	2384
342	1242	2379
343	1245	2374
344	1248	2369
345	1250	2364
346	1253	2358
347	1256	2353
348	1258	2348
349	1262	2344
350	1264	2338
351	1267	2334
352	1271	2329
353	1273	2324
354	1277	2320
355	1279	2314
356	1283	2311
357	1286	2306
358	1289	2301
359	1292	2297
360	1294	2291
361	1297	2287
362	1300	2281
363	1304	2278
364	1306	2273
365	1309	2268
366	1312	2263
367	1314	2258
368	1318	2253
369	1320	2248
370	1324	2245
371	1327	2241
372	1330	2237
373	1333	2231
374	1336	2226
375	1339	2223
376	1343	2219
377	1347	2216
378	1349	2211
379	1353	2208
380	1356	2203
381	1359	2199
382	1361	2193
383	1364	2189
384	1366	2183
385	1369	2177
386	1372	2173
387	1375	2169
388	1379	2167
389	1382	2162
390	1385	2158
391	1388	2153
392	1392	2150
393	1394	2145
394	1397	2140
395	1399	2135
396	1402	2130
397	1405	2125
398	1408	2121
399	1410	2115
400	1413	2111
401	1415	2106
402	1418	2101
403	1420	2096
404	1424	2092
405	1427	2087
406	1429	2083
407	1432	2078
408	1434	2073
409	1437	2068
410	1440	2063
411	1442	2058
412	1445	2054
413	1447	2049
414	1450	2044
415	1452	2039
416	1455	2035
417	1458	2030
418	1461	2025
419	1463	2021
420	1466	2016
421	1468	2011
422	1472	2008
423	1475	2003
424	1477	1999
425	1480	1994
426	1483	1991
427	1486	1986
428	1490	1983
429	1492	1978
430	1496	1975
431	1498	1970
432	1501	1966
433	1504	1962
434	1506	1957
435	1509	1952
436	1512	1948
437	1515	1944
438	1518	1940
439	1521	1935
440	1524	1931
441	1526	1927
442	1529	1923
443	1532	1919
444	1535	1914
445	1538	1911
446	1541	1906
447	1544	1902
448	1547	1898
449	1549	1894
450	1552	1890
451	1555	1886
452	1559	1882
453	1561	1878
454	1564	1874
455	1567	1870
456	1570	1866
457	1573	1862
458	1576	1857
459	1579	1854
460	1582	1850
461	1585	1846
462	1589	1843
463	1591	1838
464	1594	1834
465	1597	1830
466	1605	1832
467	1609	1829
468	1612	1825
469	1615	1822
470	1619	1819
471	1623	1816
472	1627	1813
473	1630	1809
474	1633	1805
475	1638	1803
476	1641	1799
477	1645	1796
478	1649	1794
479	1653	1791
480	1657	1787
481	1660	1784
482	1664	1781
483	1667	1777
484	1672	1775
485	1677	1773
486	1680	1770
487	1684	1767
488	1688	1764
489	1692	1761
490	1695	1758
491	1698	1754
492	1702	1750
493	1705	1746
494	1707	1742
495	1711	1739
496	1714	1735
497	1718	1732
498	1720	1727
499	1724	1724
500	1727	1720
501	1730	1716
502	1733	1712
503	1738	1710
504	1742	1707
505	1745	1704
506	1747	1699
507	1750	1695
508	1753	1691
509	1756	1687
510	1759	1684
511	1762	1679
512	1766	1677
513	1769	1672
514	1772	1669
515	1775	1665
516	1778	1661
517	1782	1658
518	1784	1653
519	1788	1650
520	1791	1646
521	1794	1643
522	1797	1639
523	1800	1635
524	1802	1631
525	1805	1626
526	1808	1623
527	1811	1619
528	1814	1615
529	1816	1610
530	1819	1606
531	1822	1603
532	1825	1599
533	1829	1596
534	1831	1592
535	1834	1588
536	1837	1584
537	1840	1580
538	1843	1576
539	1846	1573
540	1849	1569
541	1852	1565
542	1856	1562
543	1858	1557
544	1862	1554
545	1866	1551
546	1870	1548
547	1879	1550
548	1883	1547
549	1888	1545
550	1893	1542
551	1896	1539
552	1900	1536
553	1904	1533
554	1909	1530
555	1912	1527
556	1916	1523
557	1919	1520
558	1924	1518
559	1928	1515
560	1932	1511
561	1936	1509
562	1939	1505
563	1943	1502
564	1946	1498
565	1949	1494
566	1952	1491
567	1955	1487
568	1959	1484
569	1961	1480
570	1965	1476
571	1968	1472
572	1972	1469
573	1975	1465
574	1978	1462
575	1980	1458
576	1983	1454
577	1985	1449
578	1988	1445
579	1993	1443
580	1995	1439
581	1998	1435
582	2000	1430
583	2003	1426
584	2005	1422
585	2008	1419
586	2011	1415
587	2013	1411
588	2016	1407
589	2018	1402
590	2021	1398
591	2024	1395
592	2027	1391
593	2030	1387
594	2032	1383
595	2035	1379
596	2037	1375
597	2040	1371
598	2043	1367
599	2045	1363
600	2048	1359
601	2050	1355
602	2053	1351
603	2055	1347
604	2059	1344
605	2061	1340
606	2064	1336
607	2067	1332
608	2070	1329
609	2072	1325
610	2075	1321
611	2078	1317
612	2081	1313
613	2083	1309
614	2085	1305
615	2088	1301
616	2090	1297
617	2093	1293
618	2095	1289
619	2098	1285
620	2100	1282
621	2103	1278
622	2105	1274
623	2109	1270
624	2111	1267
625	2114	1263
626	2116	1259
627	2119	1255
628	2121	1251
629	2125	1248
630	2127	1244
631	2130	1240
632	2133	1236
633	2135	1232
634	2138	1228
635	2141	1225
636	2143	1221
637	2146	1217
638	2148	1213
639	2151	1210
640	2153	1206
641	2156	1202
642	2159	1198
643	2161	1194
644	2164	1191
645	2166	1187
646	2169	1183
647	2171	1179
648	2174	1175
649	2176	1172
650	2179	1168
651	2181	1164
652	2185	1161
653	2188	1157
654	2191	1154
655	2193	1150
656	2196	1146
657	2198	1142
658	2201	1139
659	2203	1135
660	2206	1131
661	2208	1127
662	2211	1124
663	2214	1120
664	2217	1117
665	2220	1113
666	2222	1109
667	2225	1106
668	2227	1102
669	2230	1098
670	2232	1094
671	2235	1091
672	2238	1087
673	2241	1083
674	2243	1080
675	2246	1076
676	2249	1073
677	2251	1069
678	2254	1065
679	2257	1062
680	2259	1058
681	2262	1055
682	2265	1051
683	2267	1047
684	2270	1043
685	2272	1040
686	2275	1036
687	2278	1033
688	2281	1029
689	2283	1026
690	2286	1022
691	2289	1019
692	2292	1015
693	2294	1011
694	2297	1008
695	2299	1004
696	2302	1000
697	2305	997
698	2308	994
699	2310	990
700	2313	986
701	2315	983
702	2318	979
703	2321	975
704	2323	972
705	2326	968
706	2328	965
707	2331	961
708	2333	957
709	2336	954
710	2339	950
711	2341	947
712	2344	943
713	2346	940
714	2349	936
715	2351	932
716	2354	929
717	2357	925
718	2359	922
719	2362	918
720	2364	915
721	2367	911
722	2370	908
723	2372	904
724	2375	900
725	2377	897
726	2380	893
727	2382	890
728	2385	886
729	2388	883
730	2390	879
731	2393	876
732	2395	872
733	2398	869
734	2401	865
735	2404	862
736	2406	858
737	2409	855
738	2411	851
739	2414	848
740	2417	844
741	2420	841
742	2422	837
743	2425	834
744	2427	830
745	2429	827
746	2432	823
747	2436	820
748	2439	817
749	2443	814
750	2447	811
751	2450	808
752	2455	805
753	2459	802
754	2463	799
755	2468	796
756	2473	793
757	2478	791
758	2482	788
759	2486	785
760	2488	781
761	2492	778
762	2494	774
763	2497	771
764	2500	768
765	2505	765
766	2507	761
767	2510	758
768	2513	755
769	2517	751
770	2520	748
771	2522	745
772	2526	741
773	2528	738
774	2532	735
775	2535	731
776	2538	728
777	2541	725
778	2543	721
779	2547	718
780	2550	715
781	2553	711
782	2556	708
783	2558	704
784	2562	701
785	2565	698
786	2569	695
787	2571	691
788	2574	688
789	2577	685
790	2580	681
791	2583	678
792	2586	675
793	2589	671
794	2592	668
795	2595	665
796	2614	665
797	2617	662
798	2620	659
799	2624	656
800	2627	652
801	2630	649
802	2634	646
803	2638	643
804	2642	640
805	2645	636
806	2649	633
807	2653	630
808	2657	627
809	2661	624
810	2666	621
811	2671	618
812	2675	615
813	2679	612
814	2684	609
815	2689	606
816	2693	603
817	2698	600
818	2702	597
819	2706	594
820	2710	590
821	2714	587
822	2719	584
823	2723	581
824	2727	578
825	2732	575
826	2736	572
827	2740	569
828	2743	565
829	2747	562
830	2750	559
831	2753	555
832	2764	554
833	2769	551
834	2775	548
835	2780	545
836	2784	542
837	2790	539
838	2794	536
839	2799	533
840	2804	530
841	2808	527
842	2812	523
843	2815	520
844	2819	517
845	2825	514
846	2829	511
847	2834	508
848	2838	504
849	2842	501
850	2845	498
851	2850	495
852	2855	492
853	2858	488
854	2861	485
855	2865	481
856	2869	478
857	2872	475
858	2876	472
859	2879	468
860	2884	465
861	2887	462
862	2891	458
863	2893	455
864	2897	452
865	2900	448
866	2904	445
867	2907	442
868	2910	438
869	2913	435
870	2916	431
871	2920	428
872	2923	425
873	2926	421
874	2929	418
875	2932	415
876	2935	411
877	2938	408
878	2941	404
879	2944	401
880	2947	398
881	2950	394
882	2954	391
883	2957	388
884	2960	384
885	2962	381
886	2966	377
887	2969	374
888	2973	371
889	2979	368
890	2981	364
891	2984	361
892	2986	357
893	2989	354
894	2992	351
895	2994	347
896	2997	344
897	2999	340
898	3003	337
899	3006	334
900	3009	330
901	3011	327
902	3014	323
903	3016	320
904	3019	316
905	3022	313
906	3025	310
907	3027	306
908	3030	303
909	3032	299
910	3035	296
911	3038	293
912	3041	289
913	3043	286
914	3046	283
915	3049	279
916	3052	276
917	3055	272
918	3057	269
919	3059	266
920	3062	262
921	3065	259
922	3067	255
923	3070	252
924	3073	249
925	3075	245
926	3078	242
927	3080	239
928	3083	235
929	3085	232
930	3088	228
931	3091	225
932	3093	222
933	3096	218
934	3099	215
935	3102	212
936	3105	208
937	3107	205
938	3110	202
939	3112	198
940	3115	195
941	3117	191
942	3121	188
943	3123	185
944	3126	181
945	3128	178
946	3130	175
947	3133	171
948	3136	168
949	3139	165
950	3141	161
951	3144	158
952	3146	155
953	3148	151
954	3151	148
955	3154	145
956	3156	141
957	3159	138
958	3161	135
959	3164	131
960	3167	128
961	3170	125
962	3172	121
963	3175	118
964	3177	115
965	3180	111
966	3182	108
967	3186	105
968	3188	102
969	3191	98
970	3193	95
971	3196	92
972	3198	88
973	3201	85
974	3204	82
975	3206	78
976	3209	75
977	3211	72
978	3214	68
979	3217	65
980	3220	62
981	3222	59
982	3225	55
983	3227	52
984	3230	49
985	3232	45
986	3236	42
987	3238	39
988	3241	36
989	3243	32
990	3246	29
991	3249	26
992	3252	22
993	3255	19
994	3257	16
995	3260	13
996	3263	9
997	3266	6
998	3269	3
999	3271	0
