iter	Logloss
0	0.6805788024
1	0.666987969
2	0.6575735548
3	0.6482072041
4	0.6391738679
5	0.6260721982
6	0.6148908938
7	0.6056391825
8	0.5954425052
9	0.5856542117
10	0.5765208896
11	0.5687615537
12	0.5573363349
13	0.5484657841
14	0.5380084596
15	0.5288090785
16	0.5215501958
17	0.5137903211
18	0.5042105853
19	0.4954795089
20	0.4866257953
21	0.4779847059
22	0.4715396272
23	0.4644220276
24	0.4560173964
25	0.4490182005
26	0.4410222406
27	0.433527926
28	0.426827054
29	0.420301619
30	0.4129846226
31	0.4076601656
32	0.401050843
33	0.3930606478
34	0.3876048867
35	0.3810714261
36	0.3758965401
37	0.3698988567
38	0.3649652718
39	0.3594118525
40	0.3556811376
41	0.3500913888
42	0.3451230575
43	0.3399732721
44	0.3354637559
45	0.3297616286
46	0.3248880993
47	0.3202978719
48	0.3160281872
49	0.3120714282
50	0.3070586201
51	0.3018534233
52	0.2967249049
53	0.2931631109
54	0.2883508177
55	0.285086252
56	0.2809935455
57	0.2765194116
58	0.272670241
59	0.2691988625
60	0.2662711207
61	0.2622011721
62	0.2586110969
63	0.2543989469
64	0.2510981117
65	0.2479816251
66	0.2445493216
67	0.2409141825
68	0.2375791403
69	0.234508929
70	0.2315970838
71	0.2287239618
72	0.2258423461
73	0.2228013619
74	0.2198622455
75	0.217023424
76	0.2144965683
77	0.2115439523
78	0.2087870532
79	0.2066431922
80	0.2038509014
81	0.2010487714
82	0.1986251082
83	0.1963352896
84	0.1939979061
85	0.1918567933
86	0.1897575313
87	0.1872755822
88	0.1852455064
89	0.1831196589
90	0.1809560979
91	0.1787437917
92	0.1773316667
93	0.1757304376
94	0.1738199132
95	0.1720211624
96	0.1701670871
97	0.168696305
98	0.1669083937
99	0.1649523757
100	0.163549901
101	0.1623010631
102	0.1604254312
103	0.1588465272
104	0.1571919207
105	0.1558182273
106	0.1543448235
107	0.152669361
108	0.1514846152
109	0.1500346774
110	0.1487926942
111	0.1474304157
112	0.1462365766
113	0.1445694314
114	0.1433677362
115	0.1418110961
116	0.1404889629
117	0.1389795933
118	0.1376468612
119	0.1362649042
120	0.134867884
121	0.1333588918
122	0.1322258438
123	0.1310333994
124	0.1299229719
125	0.1288084597
126	0.1277956289
127	0.1266583124
128	0.1258767999
129	0.124831603
130	0.1239126327
131	0.1229356108
132	0.1220637659
133	0.1212791336
134	0.1204780095
135	0.1199005913
136	0.1187841746
137	0.1180242375
138	0.1168663492
139	0.1159037191
140	0.1147533014
141	0.1138867262
142	0.1129328521
143	0.1119071566
144	0.1112410028
145	0.1107400877
146	0.1099986328
147	0.1090930286
148	0.1080911758
149	0.1072094021
150	0.106399522
151	0.1055210796
152	0.1045564206
153	0.1039574208
154	0.103076981
155	0.1023940974
156	0.1014984342
157	0.1010267103
158	0.100170479
159	0.09958189467
160	0.09901818833
161	0.09825198264
162	0.09739302835
163	0.09681719282
164	0.09620546399
165	0.09549319132
166	0.09487699284
167	0.09430452628
168	0.0936917354
169	0.09302973323
170	0.09250901857
171	0.09202970865
172	0.09137664199
173	0.09074909461
174	0.09027166847
175	0.08959918955
176	0.08910037501
177	0.08843778951
178	0.08778760414
179	0.08717494143
180	0.08662222779
181	0.08606118788
182	0.08561657116
183	0.08497037718
184	0.08429606017
185	0.08365743151
186	0.08307691242
187	0.08271821544
188	0.08228811256
189	0.0816914941
190	0.08133864685
191	0.08101442068
192	0.08054352513
193	0.08002775648
194	0.07949284461
195	0.07896310067
196	0.07864449335
197	0.0781071384
198	0.07768929099
199	0.07725209869
200	0.07673574248
201	0.07616676266
202	0.07569353665
203	0.07535389195
204	0.07494584798
205	0.07445413086
206	0.07382144429
207	0.07340494493
208	0.07285158483
209	0.07251288062
210	0.07208419883
211	0.071665696
212	0.07119065594
213	0.07071734841
214	0.07030239501
215	0.06993988804
216	0.06953635564
217	0.06913691264
218	0.06873042687
219	0.06830800286
220	0.06796302626
221	0.06758329143
222	0.06717210042
223	0.06693233002
224	0.06657227085
225	0.0662206793
226	0.06591028611
227	0.06547926914
228	0.06505473282
229	0.06474805491
230	0.06435361446
231	0.06395917495
232	0.06353887833
233	0.06327363107
234	0.06292410943
235	0.062550565
236	0.0622346486
237	0.06186891921
238	0.06156783377
239	0.06126127083
240	0.06086959339
241	0.06050090309
242	0.06018694258
243	0.05982616391
244	0.05953758507
245	0.05926198969
246	0.05892289015
247	0.0586174505
248	0.05833827695
249	0.05811981816
250	0.05777634321
251	0.05744835369
252	0.05705033178
253	0.05672145125
254	0.05649689158
255	0.05617935761
256	0.0559511048
257	0.05559980916
258	0.05528953424
259	0.05506801982
260	0.05462743124
261	0.05432821639
262	0.05398324262
263	0.05374349247
264	0.05347229228
265	0.05319148608
266	0.05292362988
267	0.05261140284
268	0.05241757325
269	0.05214827994
270	0.05185354463
271	0.0515648725
272	0.05134879271
273	0.05116128545
274	0.050943663
275	0.05069069146
276	0.05043026864
277	0.05016808076
278	0.04995365953
279	0.04967946309
280	0.04946263317
281	0.04918274295
282	0.04890251254
283	0.04864970215
284	0.04840626453
285	0.04824263211
286	0.04798184836
287	0.04777914733
288	0.04757663666
289	0.04731607814
290	0.04711214073
291	0.04695765586
292	0.04678692083
293	0.04663756242
294	0.04644235415
295	0.04621557002
296	0.04599872031
297	0.04581075318
298	0.04567540022
299	0.04546779041
300	0.04528255708
301	0.04506598537
302	0.04482002598
303	0.04462546793
304	0.04443262877
305	0.04425890738
306	0.04408611987
307	0.04390762446
308	0.04374416826
309	0.04358639265
310	0.04338502978
311	0.04322029668
312	0.04305051626
313	0.04281815333
314	0.042669644
315	0.04247890065
316	0.04231448701
317	0.04216243533
318	0.04196400982
319	0.04173825004
320	0.04150626593
321	0.04138262187
322	0.04117050378
323	0.04097937595
324	0.04077321079
325	0.04058689374
326	0.04041001071
327	0.0401850199
328	0.03999796309
329	0.0398892414
330	0.03971765164
331	0.03956054887
332	0.03938525091
333	0.03927967294
334	0.03916709037
335	0.03902995822
336	0.03889202695
337	0.03879485017
338	0.03863827607
339	0.03850341974
340	0.03836573442
341	0.03822101246
342	0.03814771053
343	0.03802944361
344	0.03790317317
345	0.03780671919
346	0.03763254735
347	0.03745808526
348	0.03731935863
349	0.03718578486
350	0.03701018439
351	0.03690032902
352	0.03676402804
353	0.03658830319
354	0.03640101738
355	0.0363074084
356	0.03619188
357	0.03603908761
358	0.0359151222
359	0.03577326126
360	0.03564357381
361	0.03549994687
362	0.03535258629
363	0.0351826174
364	0.0350384797
365	0.03486438608
366	0.03470604033
367	0.03458159809
368	0.03445209533
369	0.03431321792
370	0.03419484263
371	0.03414197873
372	0.03404310852
373	0.03391179077
374	0.03379083057
375	0.03370511108
376	0.0335707052
377	0.03343009195
378	0.03327497004
379	0.03308258603
380	0.03293757853
381	0.03282696079
382	0.03270063758
383	0.03261691874
384	0.03253446643
385	0.03240074753
386	0.03227476169
387	0.0321558794
388	0.03205996822
389	0.03194897731
390	0.03184155419
391	0.03171379199
392	0.03160589203
393	0.03151112677
394	0.03143328546
395	0.03128967832
396	0.03121558103
397	0.03111464892
398	0.03102138768
399	0.0309379883
400	0.03088918882
401	0.03078850739
402	0.03065974722
403	0.0305670071
404	0.03049030794
405	0.03043369908
406	0.03029351838
407	0.03022799096
408	0.03012294166
409	0.03002335903
410	0.0299433041
411	0.0298763245
412	0.02980263054
413	0.02968334398
414	0.02956000336
415	0.02946485738
416	0.02935842563
417	0.02928555153
418	0.02920092896
419	0.02911108096
420	0.02901985146
421	0.02891730508
422	0.0288847878
423	0.02878079961
424	0.02866681762
425	0.0285458593
426	0.02846991026
427	0.02838573908
428	0.02832100891
429	0.02823719488
430	0.02813825117
431	0.02810219154
432	0.02803800417
433	0.0279196383
434	0.02785656009
435	0.02775138829
436	0.02762508675
437	0.02752278162
438	0.02743685481
439	0.02736263972
440	0.02724880758
441	0.02714472986
442	0.0270295162
443	0.02694770753
444	0.02687635629
445	0.02676600807
446	0.02667089602
447	0.02657361747
448	0.0264563862
449	0.02635058867
450	0.02625582718
451	0.02616560318
452	0.02608762994
453	0.02599354601
454	0.02593658941
455	0.02585339829
456	0.02575779055
457	0.02570153791
458	0.02561561675
459	0.02552086939
460	0.02546561377
461	0.02539870296
462	0.02533081492
463	0.02526515746
464	0.02518846772
465	0.0251121766
466	0.02505383755
467	0.02497144933
468	0.02490600673
469	0.0248467206
470	0.02478798859
471	0.02470143793
472	0.02464582232
473	0.02453766133
474	0.02449647052
475	0.02444990633
476	0.02438336399
477	0.02429725059
478	0.02423384161
479	0.02417590778
480	0.02409774795
481	0.02403775505
482	0.02397002062
483	0.02390304384
484	0.0238373911
485	0.02377634746
486	0.02372616459
487	0.02364846086
488	0.02359455471
489	0.02353468243
490	0.02349106314
491	0.02345272675
492	0.02337169553
493	0.0233320125
494	0.02325261723
495	0.02319509616
496	0.02312384387
497	0.02306812837
498	0.02298654963
499	0.02291882745
500	0.02286379705
501	0.02282087322
502	0.02276272171
503	0.02269411181
504	0.02261665028
505	0.02253471156
506	0.02246629485
507	0.02241262334
508	0.02234001782
509	0.02225773985
510	0.02215700941
511	0.02206806609
512	0.02200954893
513	0.02196111321
514	0.02190416415
515	0.02183233137
516	0.02178024021
517	0.02172724155
518	0.02165946093
519	0.0216178404
520	0.02157635274
521	0.02150053658
522	0.02144119485
523	0.02140813006
524	0.02135283108
525	0.02129474365
526	0.02122805901
527	0.02115422935
528	0.02108929186
529	0.02104435702
530	0.0209778241
531	0.02092375397
532	0.02086094905
533	0.02078670947
534	0.02072798876
535	0.02065647167
536	0.02062270387
537	0.02057359812
538	0.02052059758
539	0.02045798302
540	0.02037852272
541	0.02032978073
542	0.02027551459
543	0.020246714
544	0.02021680708
545	0.02014667715
546	0.02010092622
547	0.02004617947
548	0.01998270642
549	0.0199290481
550	0.01989165408
551	0.01984061366
552	0.01979362352
553	0.01974323521
554	0.01967482322
555	0.01961043889
556	0.01955463293
557	0.01950246732
558	0.01942297875
559	0.01938818943
560	0.01934244416
561	0.01927389646
562	0.01921327689
563	0.0191820874
564	0.01912715878
565	0.01907806528
566	0.01904381123
567	0.01899817056
568	0.01896281582
569	0.01889965091
570	0.01886087256
571	0.01880743758
572	0.01875861077
573	0.01869559665
574	0.01865518329
575	0.01859345832
576	0.01853159765
577	0.01848112547
578	0.01844081389
579	0.0184015389
580	0.01835028645
581	0.01829492716
582	0.01826452644
583	0.01822009954
584	0.01818335386
585	0.01813517069
586	0.01810732284
587	0.01809100483
588	0.01804508616
589	0.01799969522
590	0.01795295764
591	0.0179179855
592	0.01786897399
593	0.01781898242
594	0.01777887344
595	0.01770991299
596	0.01766781656
597	0.01763853819
598	0.0175879322
599	0.01754459939
600	0.01749280696
601	0.01744577724
602	0.01738851532
603	0.01731742983
604	0.01727800218
605	0.01722791638
606	0.01718073777
607	0.01712207643
608	0.01706640146
609	0.0170359178
610	0.01699344537
611	0.01695661111
612	0.01691704776
613	0.01688164496
614	0.01683811614
615	0.01680520306
616	0.01676351939
617	0.01671393304
618	0.01667050222
619	0.01663122064
620	0.01660709136
621	0.01656320726
622	0.01651546701
623	0.01645358466
624	0.01640740402
625	0.01637375119
626	0.01633326998
627	0.01629507212
628	0.01625584614
629	0.01623599708
630	0.01618136436
631	0.01614443964
632	0.01611527718
633	0.01606465611
634	0.01603903412
635	0.0160107999
636	0.01597047794
637	0.0159359996
638	0.01589125041
639	0.01586281923
640	0.01582722136
641	0.01579441101
642	0.01575293843
643	0.0157123724
644	0.01566914325
645	0.01563972824
646	0.01559140842
647	0.01555058513
648	0.01550559376
649	0.01546723852
650	0.01542626445
651	0.01539001446
652	0.01536074929
653	0.01532518534
654	0.0152897995
655	0.01526710921
656	0.01523524782
657	0.0151964704
658	0.01516369492
659	0.01512621231
660	0.01507554789
661	0.01504410868
662	0.01500507871
663	0.0149719489
664	0.01492967813
665	0.01490036489
666	0.01486060648
667	0.0148257003
668	0.01480376768
669	0.01478242026
670	0.01475801675
671	0.01472135118
672	0.01469190696
673	0.01465416426
674	0.01461819132
675	0.01459517215
676	0.01456137608
677	0.01452431471
678	0.01449498075
679	0.01446234096
680	0.01442366061
681	0.01439081727
682	0.01435391517
683	0.01430986804
684	0.014283086
685	0.014252837
686	0.01423275801
687	0.01419765864
688	0.01417899226
689	0.01415390271
690	0.01411293052
691	0.01407862652
692	0.0140582799
693	0.01402265187
694	0.01399353465
695	0.01396820102
696	0.01393173994
697	0.01389200037
698	0.01386661963
699	0.01382089698
700	0.01379905953
701	0.01374997923
702	0.01372483785
703	0.0136938783
704	0.01365956864
705	0.01363311926
706	0.01359518149
707	0.01356420498
708	0.01352949953
709	0.01348492374
710	0.01345543616
711	0.01343083287
712	0.01339931922
713	0.01336565508
714	0.01333743593
715	0.01331270165
716	0.0132985492
717	0.01327753632
718	0.01324871595
719	0.01321905027
720	0.01319347446
721	0.01316510359
722	0.01313681847
723	0.01311454189
724	0.01308099931
725	0.0130578746
726	0.01303877001
727	0.01301440326
728	0.01298993284
729	0.01296703712
730	0.01294356749
731	0.01290560428
732	0.01289178543
733	0.01285955651
734	0.01283168981
735	0.01281511831
736	0.01277439962
737	0.01274657626
738	0.01271478366
739	0.01268717329
740	0.0126607173
741	0.01263237
742	0.01260295216
743	0.01258187426
744	0.01254464609
745	0.01252272666
746	0.01249706321
747	0.01247833369
748	0.01245263725
749	0.01242178042
750	0.01240364459
751	0.01237049687
752	0.01234790459
753	0.01232042049
754	0.01228268062
755	0.01226493869
756	0.01225313745
757	0.01223474246
758	0.01221265058
759	0.01219388148
760	0.01217163976
761	0.01214480871
762	0.01211551715
763	0.0120890018
764	0.0120586906
765	0.01204087046
766	0.01202477768
767	0.01199576789
768	0.01197062651
769	0.01194892759
770	0.01191738095
771	0.01189106349
772	0.01185160098
773	0.01182523264
774	0.011793408
775	0.01176671548
776	0.01173969314
777	0.01171997885
778	0.01169640745
779	0.01167406112
780	0.01164911104
781	0.01161520943
782	0.01160621078
783	0.01157829884
784	0.01154914675
785	0.01151767456
786	0.01148087328
787	0.01147230435
788	0.01145454546
789	0.0114254273
790	0.01139546195
791	0.01137093216
792	0.0113465164
793	0.01132156915
794	0.01128511749
795	0.01126341575
796	0.01124328775
797	0.01121688643
798	0.01119816445
799	0.0111658526
800	0.01115407774
