iter	Logloss
801	0.01113190952
802	0.01110891014
803	0.01108470924
804	0.01105899113
805	0.01104113236
806	0.01102600173
807	0.01098886309
808	0.01096838265
809	0.01094693063
810	0.01093159174
811	0.01090864419
812	0.01087250257
813	0.01085339139
814	0.01083562685
815	0.01081249836
816	0.01079225352
817	0.01076955098
818	0.01075481426
819	0.01072341274
820	0.01070511765
821	0.01068404918
822	0.01066713559
823	0.0106548217
824	0.01063437895
825	0.01061537709
826	0.01059919855
827	0.01057636691
828	0.01055154687
829	0.01052442181
830	0.01050609562
831	0.01048456727
832	0.01046103074
833	0.01044550903
834	0.01042111118
835	0.01039270544
836	0.01037195549
837	0.01035265112
838	0.01034035325
839	0.01031124168
840	0.01029194862
841	0.01026690053
842	0.01025167379
843	0.01023277746
844	0.01021909808
845	0.01019966932
846	0.01017895895
847	0.01015842196
848	0.0101409816
849	0.01011715105
850	0.01009655093
851	0.01007414335
852	0.01004601562
853	0.01001504005
854	0.009992819059
855	0.009975638785
856	0.009948390275
857	0.009932354976
858	0.009918087556
859	0.009897115202
860	0.009878906808
861	0.009859939809
862	0.009840948308
863	0.009821632634
864	0.009798165838
865	0.009780002677
866	0.009757447149
867	0.009742913981
868	0.009719904232
869	0.009707930531
870	0.009686790436
871	0.009670241548
872	0.009648581267
873	0.009628981941
874	0.009598708435
875	0.009582609998
876	0.009569486611
877	0.009554968521
878	0.00953988407
879	0.009522898866
880	0.009507326269
881	0.009490042336
882	0.00947372527
883	0.009455039096
884	0.009428121356
885	0.009410957103
886	0.009392143709
887	0.00937508029
888	0.009355042763
889	0.009340960047
890	0.009319804874
891	0.009304913608
892	0.009287860554
893	0.009265025143
894	0.009248718443
895	0.009223537483
896	0.00920589545
897	0.00917342152
898	0.009166007928
899	0.009150497527
900	0.009139767749
901	0.009121291722
902	0.009102033532
903	0.009088780098
904	0.009076036483
905	0.009050516272
906	0.009036499521
907	0.009017655972
908	0.008992429779
909	0.008979702184
910	0.008967744503
911	0.008945961715
912	0.008929164984
913	0.008918847962
914	0.008906476582
915	0.008888600843
916	0.008868156214
917	0.008843056298
918	0.008825140979
919	0.008809398757
920	0.008795470588
921	0.008772919772
922	0.008756302091
923	0.008738241648
924	0.008722830196
925	0.008705877975
926	0.008684549407
927	0.008665155516
928	0.00864760772
929	0.008631263326
930	0.008610965706
931	0.008583934882
932	0.008568660073
933	0.008557449688
934	0.008541858243
935	0.008527351462
936	0.008514872653
937	0.00850306575
938	0.008487656182
939	0.008475074655
940	0.008463085876
941	0.008446072401
942	0.008431085956
943	0.008407535289
944	0.008390290935
945	0.008376307167
946	0.00835906941
947	0.008346493536
948	0.008339264647
949	0.00831949758
950	0.008302976963
951	0.008292843702
952	0.008277966571
953	0.008260234071
954	0.008245065749
955	0.008228933387
956	0.008212135715
957	0.008196705415
958	0.008178860774
959	0.008164607489
960	0.008157144893
961	0.008144741473
962	0.008125636889
963	0.008109202027
964	0.008094117575
965	0.008081228837
966	0.008069306965
967	0.00805570674
968	0.008041342257
969	0.008027268964
970	0.008015587396
971	0.00799717922
972	0.007983271784
973	0.00796391653
974	0.00794715184
975	0.007934046357
976	0.007917332555
977	0.007909114653
978	0.007894954191
979	0.007882673279
980	0.007866300613
981	0.007853172513
982	0.007840802076
983	0.007822823619
984	0.007805314931
985	0.00779248509
986	0.007774259733
987	0.007760831019
988	0.007749408601
989	0.007736907175
990	0.007719982283
991	0.007706930044
992	0.007690743495
993	0.007675273145
994	0.007664561743
995	0.00764725802
996	0.007634244889
997	0.007623549978
998	0.007609690602
999	0.007600770166
