iter	MultiClass
192	0.01991650168
193	0.01980748347
194	0.0196240686
195	0.01950450071
196	0.01939362677
197	0.01927819349
198	0.01916074058
199	0.01902345333
200	0.01888252884
201	0.01876546322
202	0.01865768812
203	0.01849068754
204	0.01838143562
205	0.01826000554
206	0.01814985977
207	0.01804293348
208	0.01793656498
209	0.01786465911
210	0.0177650367
211	0.01769115874
212	0.0175818698
213	0.01750647072
214	0.01737049097
215	0.01727684958
216	0.01720414195
217	0.01709875412
218	0.01702434133
219	0.01693484639
220	0.01685026667
221	0.01675092149
222	0.01667595094
223	0.01658463372
224	0.01652011149
225	0.01643568987
226	0.01634079179
227	0.01624953657
228	0.01616746981
229	0.01610433172
230	0.0160212029
231	0.01593879231
232	0.01585367837
233	0.0157784008
234	0.01568790027
235	0.01562406493
236	0.0155254566
237	0.01544646174
238	0.01537482779
239	0.01530190323
240	0.01519029665
241	0.01511602149
242	0.01504715486
243	0.01497361125
244	0.01491800227
245	0.0148462463
246	0.01478276795
247	0.01470289389
248	0.01464279617
249	0.01457617141
250	0.01448253357
251	0.01441516076
252	0.01435643515
253	0.0142923025
254	0.01423187528
255	0.01416850042
256	0.01410571211
257	0.01404840204
258	0.01398437877
259	0.01391964671
260	0.01385933326
261	0.01379170533
262	0.01374507498
263	0.01366849367
264	0.01360553994
265	0.01354423186
266	0.01349528352
267	0.01342967506
268	0.01338395141
269	0.01332618457
270	0.01328061748
271	0.01321603278
272	0.01316039064
273	0.01309384681
274	0.01304048125
275	0.01298547857
276	0.01293104777
277	0.01287325099
278	0.01281869135
279	0.0127432953
280	0.01269997381
281	0.01264229054
282	0.01259390858
283	0.01255094295
284	0.01249292922
285	0.01244260072
286	0.01239350189
287	0.01233366084
288	0.01228808446
289	0.01223612385
290	0.0121891891
291	0.01214206658
292	0.01208997039
293	0.01203501481
294	0.01198767226
295	0.01194054776
296	0.01190262186
297	0.01185011399
298	0.01180391917
299	0.01175761252
300	0.01172319018
301	0.01167776589
302	0.01163407492
303	0.01158994389
304	0.01153790338
305	0.01149646274
306	0.01146286131
307	0.01143009929
308	0.01138671149
309	0.01135380138
310	0.01131196487
311	0.0112807979
312	0.01124048248
313	0.01120347234
314	0.01116608648
315	0.01112470684
316	0.01108017999
317	0.01103865384
318	0.0110008687
319	0.01096393508
320	0.01092329543
321	0.01088747699
322	0.01085877787
323	0.01082296876
324	0.01079282473
325	0.01075561812
326	0.01071690415
327	0.01067994678
328	0.01065500698
329	0.01062722912
330	0.01059900163
331	0.01056698317
332	0.01053247611
333	0.01049556598
334	0.01046745759
335	0.01043229357
336	0.01038943831
337	0.01036241163
338	0.01033473774
339	0.01029598843
340	0.01026885197
341	0.01022932364
342	0.01019791873
343	0.01016570199
344	0.01013504105
345	0.01010084514
346	0.01006999509
347	0.01004431785
348	0.01001745095
349	0.009985721434
350	0.009955931412
351	0.009931656453
352	0.009898954668
353	0.009874628562
354	0.009851934122
355	0.009823297524
356	0.009794034021
357	0.009769905237
358	0.009746999887
359	0.009717635055
360	0.00969297493
361	0.009663587557
362	0.009640426856
363	0.009609565443
364	0.009583540601
365	0.009551281363
366	0.009528477355
367	0.009500430456
368	0.009470144997
369	0.009442396946
370	0.0094080266
371	0.00938505209
372	0.009354213228
373	0.00932586884
374	0.009302129584
375	0.009272442887
376	0.009245422672
377	0.009216503294
378	0.009193691594
379	0.009166911707
380	0.009146426826
381	0.009118893602
382	0.009092985972
383	0.009065496701
384	0.009038952181
385	0.0090095477
386	0.008987996016
387	0.008962510392
388	0.008929880096
389	0.008905716827
390	0.008878773526
391	0.008858822319
392	0.008830093368
393	0.008810995071
394	0.00878645145
395	0.008761760344
396	0.008738778974
397	0.008699754232
398	0.008677767405
399	0.008658444325
400	0.008635633874
401	0.008606358505
402	0.008578571353
403	0.008559357137
404	0.00853378859
405	0.008513234777
406	0.008480430571
407	0.008457692326
408	0.008434981728
409	0.00840381881
410	0.008377542296
411	0.008354615023
412	0.008325664618
413	0.008307769115
414	0.008285325328
415	0.008262664591
416	0.008245368697
417	0.008224236467
418	0.008206213771
419	0.008186318523
420	0.008166821215
421	0.008150581963
422	0.008134143553
423	0.008114047022
424	0.008092946148
425	0.008077433277
426	0.00805983863
427	0.008039757414
428	0.008020504035
429	0.008005531931
430	0.007985879466
431	0.007969332132
432	0.007948345968
433	0.007930853766
434	0.007899155839
435	0.007878881102
436	0.007858626664
437	0.00783658529
438	0.007817073703
439	0.007796998931
440	0.007778321671
441	0.007759519872
442	0.00774050994
443	0.007720906241
444	0.007698964371
445	0.007676213354
446	0.007656169177
447	0.007642416257
448	0.007627360212
449	0.007608129924
450	0.00758844774
451	0.007569750777
452	0.007555300686
453	0.007537005591
454	0.007522926938
455	0.007504858753
456	0.007491502306
457	0.00747843833
458	0.007463117762
459	0.007449137954
460	0.007431651278
461	0.007411887633
462	0.007393323905
463	0.007365993745
464	0.007352344647
465	0.007330230974
466	0.007313524196
467	0.00729273227
468	0.007276463599
469	0.007258954675
470	0.007245591344
471	0.007226714173
472	0.007205754482
473	0.007188955372
474	0.007175158056
475	0.007158130653
476	0.007141171177
477	0.007127723404
478	0.007115582874
479	0.007098948362
480	0.007086795518
481	0.007074340925
482	0.007062664292
483	0.007049054757
484	0.007034584271
485	0.007022469409
486	0.00700678365
487	0.006994289878
488	0.006974041249
489	0.006959028267
490	0.006939130497
491	0.006923607135
492	0.006904605893
493	0.006891061622
494	0.006875719984
495	0.006863067603
496	0.006847740124
497	0.006832520034
498	0.006816703279
499	0.006797329107
500	0.006786247418
501	0.006774343148
502	0.006762054882
503	0.00674752017
504	0.006736747962
505	0.006722909085
506	0.006708538595
507	0.006695913679
508	0.00668208464
509	0.006670449241
510	0.006659106497
511	0.006646423657
512	0.006629691311
513	0.006619263275
514	0.006605820109
515	0.006591788284
516	0.006577692387
517	0.006563940357
518	0.006551662088
519	0.006538458706
520	0.006528521493
521	0.00651433145
522	0.006501008893
523	0.006487483026
524	0.006475663813
525	0.006456741256
526	0.006442892476
527	0.006433041655
528	0.006421636351
529	0.006410981714
530	0.006396682044
531	0.00638309711
532	0.006372181539
533	0.006357305852
534	0.006346108777
535	0.00632522098
536	0.006315726012
537	0.006302980557
538	0.006288865848
539	0.006276833592
540	0.006264389284
541	0.006252904505
542	0.006235682313
543	0.006223170451
544	0.006208734718
545	0.006196811167
546	0.00618597592
547	0.006168090045
548	0.006157157953
549	0.006145106955
550	0.006133381699
551	0.006119558636
552	0.006107338577
553	0.006098209329
554	0.006084806364
555	0.006072835691
556	0.006058060279
557	0.006042979167
558	0.006033400803
559	0.006021852773
560	0.00600998915
561	0.006001818104
562	0.005992802829
563	0.005980296494
564	0.005969137379
565	0.005957953141
566	0.005948112146
567	0.005936357779
568	0.005927390356
569	0.005916065315
570	0.005907785234
571	0.005898929866
572	0.005885458735
573	0.005873513787
574	0.005862052293
575	0.005849300753
576	0.005839243005
577	0.005828810121
578	0.005817666568
579	0.005807119303
580	0.005798326043
581	0.005785119095
582	0.005773728855
583	0.005765773892
584	0.005755225999
585	0.0057467705
586	0.005736217354
587	0.005728291811
588	0.005719574158
589	0.00570909125
590	0.005695791345
591	0.005685351574
592	0.005675307833
593	0.005666949298
594	0.005658067815
595	0.005649911546
596	0.005639380698
597	0.005629298095
598	0.00561938755
599	0.005609178957
600	0.005601107985
601	0.005589230597
602	0.005580131572
603	0.005572375851
604	0.005563626571
605	0.005554247611
606	0.005546354719
607	0.005536315922
608	0.00552690349
609	0.005516953314
610	0.005505626287
611	0.005494408322
612	0.005484944751
613	0.005473549673
614	0.005466432033
615	0.005454237296
616	0.005447170817
617	0.005436251067
618	0.005426708797
619	0.005418624707
620	0.005406816884
621	0.005397363918
622	0.005386898589
623	0.005379378934
624	0.005372315847
625	0.005361734697
626	0.005354123888
627	0.005345296376
628	0.005335658729
629	0.005326783669
630	0.005319900933
631	0.005311244414
632	0.005302859214
633	0.005293841617
634	0.005284501336
635	0.005275046223
636	0.00526777358
637	0.005257754751
638	0.005249954591
639	0.005243075388
640	0.005234094103
641	0.005224952227
642	0.005217646709
643	0.005211198693
644	0.005203401706
645	0.005196523035
646	0.005190223859
647	0.005183058859
648	0.005175946271
649	0.005168562569
650	0.005161572404
651	0.005152683033
652	0.005142812094
653	0.005134257867
654	0.005126039794
655	0.005116246417
656	0.005107736294
657	0.005098021738
658	0.005087984027
659	0.005079772833
660	0.005073200583
661	0.00506668745
662	0.005060302272
663	0.005051756699
664	0.005044144526
665	0.005037189552
666	0.005027782148
667	0.005019660291
668	0.005011346393
669	0.005002663043
670	0.004994102775
671	0.004985848309
672	0.004977639361
673	0.004970061818
674	0.004961254222
675	0.00495356001
676	0.004947658177
677	0.004939759676
678	0.004933721263
679	0.004925648722
680	0.004918519777
681	0.004912740122
682	0.004904948339
683	0.004898933254
684	0.004889293266
685	0.00488286094
686	0.00487538356
687	0.004867062766
688	0.004859696645
689	0.004852805454
690	0.004847048179
691	0.004840246435
692	0.004834039931
693	0.00482756017
694	0.004821678746
695	0.004816075062
696	0.004808423446
697	0.004802230042
698	0.004795603151
699	0.004788185617
700	0.004781011032
701	0.004773738276
702	0.004766121649
703	0.004758329828
704	0.00475212544
705	0.004744782777
706	0.004738934491
707	0.004732101228
708	0.004726775635
709	0.004720505593
710	0.004714748624
711	0.004707525617
712	0.00470165856
713	0.004694978678
714	0.004685967758
715	0.004678518969
716	0.004670101945
717	0.00466240477
718	0.004656055846
719	0.004650813723
720	0.004641802881
721	0.00463561329
722	0.004628448255
723	0.004622167839
724	0.004617255988
725	0.004612170887
726	0.004606944777
727	0.004600349119
728	0.004593074818
729	0.004587265841
730	0.004581687493
731	0.004574944135
732	0.004567715158
733	0.004560735269
734	0.004553777252
735	0.004547402732
736	0.004540209182
737	0.004531537155
738	0.004524934901
739	0.004517854439
740	0.004512998959
741	0.004507192758
742	0.004500948657
743	0.004494821778
744	0.004489608082
745	0.004483772204
746	0.004478696208
747	0.004472348397
748	0.004467800434
749	0.004461318731
750	0.004456149582
751	0.004449504294
752	0.004444481055
753	0.00443774182
754	0.004431411088
755	0.004425583334
756	0.004419749434
757	0.004413728855
758	0.004407228417
759	0.004400967211
760	0.004394587662
761	0.004388695655
762	0.004382613898
763	0.004376183996
764	0.004370600481
765	0.004364350791
766	0.004359616033
767	0.004353359752
768	0.004348827049
769	0.004342969156
770	0.004338046264
771	0.004333118825
772	0.004326834379
773	0.004319310037
774	0.004313238251
775	0.004308487328
776	0.004304072282
777	0.004297872345
778	0.004293209346
779	0.004288067547
780	0.004283194
781	0.004277643288
782	0.004270902721
783	0.004264213941
784	0.004259084685
785	0.004252489448
786	0.004246075335
787	0.004241733369
788	0.004236330707
789	0.004230540922
790	0.004225895306
791	0.004220266845
792	0.004214406043
793	0.004210539994
794	0.004205572509
795	0.004201203196
796	0.004196687733
797	0.004190099469
798	0.004184457164
799	0.004180012526
800	0.004175497923
801	0.00416979674
802	0.004165404749
803	0.004159676928
804	0.004155677593
805	0.004150294455
806	0.004144493044
807	0.004140524881
808	0.004134113889
809	0.004127717326
810	0.004122351448
811	0.004116061244
812	0.004111502677
813	0.004106895357
814	0.00410201936
815	0.004097448973
816	0.004091823554
817	0.004085920717
818	0.004080840583
819	0.004075850812
820	0.004070323879
821	0.004065050366
822	0.004060341104
823	0.004055281378
824	0.00404864408
825	0.004044932539
826	0.004040897745
827	0.004035580871
828	0.004031199861
829	0.004027062179
830	0.004021517249
831	0.004016660619
832	0.00401168161
833	0.004007505987
834	0.004002380748
835	0.003997387964
836	0.003993458929
837	0.003987920143
838	0.003982239998
839	0.003977139848
840	0.003973335074
841	0.003967971791
842	0.003964027638
843	0.003956157746
844	0.003951035485
845	0.003946213419
846	0.003941167611
847	0.003936624474
848	0.003931519536
849	0.003927860705
850	0.003922668372
851	0.003917524604
852	0.003913709979
853	0.003908607386
854	0.003902878884
855	0.003898599272
856	0.003894381624
857	0.00388951659
858	0.00388469824
859	0.003879553338
860	0.003875219247
861	0.003869632202
862	0.003864942932
863	0.0038603477
864	0.003856027807
865	0.003851126362
866	0.003845607954
867	0.003842325358
868	0.00383844605
869	0.003834598109
870	0.003830766971
871	0.003825427339
872	0.003821368454
873	0.003817572665
874	0.003812942788
875	0.003807789742
876	0.003803392338
877	0.003798535243
878	0.003794318561
879	0.003789556743
880	0.003785305942
881	0.003780602343
882	0.003774764868
883	0.003769915403
884	0.003765363154
885	0.003761271041
886	0.003757228572
887	0.003752667541
888	0.003748229732
889	0.003744360682
890	0.003739641247
891	0.003736047926
892	0.003731368996
893	0.003727794957
894	0.003723623697
895	0.003719462779
896	0.003714873944
897	0.003711387974
898	0.003706785486
899	0.003702504525
900	0.003698498748
901	0.003693471445
902	0.003690015169
903	0.003685651064
904	0.003682023151
905	0.003676845511
906	0.00367247354
907	0.003669262326
908	0.003663169435
909	0.003659483422
910	0.003656080634
911	0.003652724832
912	0.003648487166
913	0.003645301447
914	0.003641779417
915	0.003638217827
916	0.00363376198
917	0.003630330644
918	0.003626958393
919	0.003623937621
920	0.003619524174
921	0.003615462902
922	0.003611878376
923	0.003607775533
924	0.003603098528
925	0.003598898083
926	0.003595764811
927	0.003591574802
928	0.003587752516
929	0.00358399824
930	0.00358064351
931	0.003576548967
932	0.003572512523
933	0.003568717856
934	0.003563898471
935	0.003560674309
936	0.003556587828
937	0.003552356696
938	0.003547738601
939	0.003544206577
940	0.003541217132
941	0.003537935975
942	0.003534680638
943	0.003531519377
944	0.003527583875
945	0.003524264983
946	0.003521037763
947	0.00351691454
948	0.003512730647
949	0.003508582395
950	0.003504599579
951	0.00350041887
952	0.003496925013
953	0.003493935469
954	0.003490013723
955	0.003486191892
956	0.003481915928
957	0.003479030557
958	0.003474573375
959	0.003470343158
960	0.003467045984
961	0.0034615121
962	0.00345781432
963	0.003453567286
964	0.003450229724
965	0.003446240062
966	0.003443328039
967	0.003439556327
968	0.003435875124
969	0.003432039032
970	0.003428891288
971	0.003425339134
972	0.003421952975
973	0.003418346344
974	0.00341528862
975	0.003412021861
976	0.003408400069
977	0.003405282876
978	0.003401310176
979	0.003398132954
980	0.003393811922
981	0.003390404484
982	0.003387668852
983	0.003384886022
984	0.003382159586
985	0.003379197167
986	0.003375953479
987	0.003372702482
988	0.003369812655
989	0.003365554444
990	0.003361215565
991	0.00335829865
992	0.003354505083
993	0.003351060728
994	0.003345752218
995	0.003342290654
996	0.003338735936
997	0.003335900777
998	0.003333452111
999	0.003329821609
